locus_tag	ftype	length_bp	gene	EC_number	COG	product
MHMAIFBA_00061	CDS	1086	galD	5.3.2.8	COG2828	4-oxalomesaconate tautomerase
MHMAIFBA_00062	CDS	864				hypothetical protein
MHMAIFBA_00063	CDS	291				hypothetical protein
MHMAIFBA_00064	CDS	903	yicL		COG0697	putative inner membrane transporter YicL
MHMAIFBA_00065	CDS	1434	murP		COG1263	PTS system N-acetylmuramic acid-specific EIIBC component
MHMAIFBA_00066	CDS	903	murQ_1	4.2.1.126	COG2103	N-acetylmuramic acid 6-phosphate etherase
MHMAIFBA_00067	CDS	1164	bcr_1		COG2814	Bicyclomycin resistance protein
MHMAIFBA_00068	CDS	1365	oprM_1			Outer membrane protein OprM
MHMAIFBA_00069	CDS	3108	adeE			multidrug efflux RND transporter permease subunit AdeE
MHMAIFBA_00070	CDS	1125	mexA			Multidrug resistance protein MexA
MHMAIFBA_00071	CDS	417		2.3.1.-	COG0454	Acetyltransferase
MHMAIFBA_00072	CDS	648	betI_1			HTH-type transcriptional regulator BetI
MHMAIFBA_00073	CDS	1494	mdtP		COG0477	Multidrug transporter protein MdtP
MHMAIFBA_00074	CDS	915	aaeR_1		COG0583	HTH-type transcriptional activator AaeR
MHMAIFBA_00075	CDS	627				hypothetical protein
MHMAIFBA_00076	CDS	471				hypothetical protein
MHMAIFBA_00077	CDS	537				hypothetical protein
MHMAIFBA_00078	CDS	906	mtrA			HTH-type transcriptional regulator MtrA
MHMAIFBA_00079	CDS	810	nlpA		COG1464	Lipoprotein 28
MHMAIFBA_00080	CDS	855				hypothetical protein
MHMAIFBA_00081	CDS	561	frbI	3.6.1.-		CMP-5'-(N-acetyl-N-hydroxy-3-aminopropyl)phosphonate hydrolase
MHMAIFBA_00082	CDS	780				hypothetical protein
MHMAIFBA_00083	CDS	954	cdhR_1			HTH-type transcriptional regulator CdhR
MHMAIFBA_00084	CDS	1050	yahK	1.1.1.2	COG1064	Aldehyde reductase YahK
MHMAIFBA_00085	CDS	699	iprA_1			Inhibitor of hydrogen peroxide resistance
MHMAIFBA_00086	CDS	291	ycnE	1.-.-.-	COG1359	Putative monooxygenase YcnE
MHMAIFBA_00087	CDS	1008				Zinc-type alcohol dehydrogenase-like protein
MHMAIFBA_00088	CDS	468				hypothetical protein
MHMAIFBA_00089	tRNA	95				tRNA-SeC(tca)
MHMAIFBA_00090	CDS	1395	yicJ_1		COG2211	Inner membrane symporter YicJ
MHMAIFBA_00091	CDS	2319	yicI	3.2.1.177	COG1501	Alpha-xylosidase
MHMAIFBA_00092	CDS	723				hypothetical protein
MHMAIFBA_00093	CDS	1380	pagL	3.2.1.-	COG1486	Phospho-alpha-glucosidase PagL
MHMAIFBA_00094	CDS	1560	malP_2		COG1263	PTS system maltose-specific EIICB component
MHMAIFBA_00095	CDS	1716				hypothetical protein
MHMAIFBA_00096	CDS	1392	xanP_1		COG2233	Xanthine permease XanP
MHMAIFBA_00097	CDS	1203	gltS		COG0786	Sodium/glutamate symporter
MHMAIFBA_00098	CDS	1512	glpK	2.7.1.30	COG0554	Glycerol kinase
MHMAIFBA_00099	CDS	852	glpF_1		COG0580	Glycerol uptake facilitator protein
MHMAIFBA_00100	CDS	240	zapB		COG3074	Cell division protein ZapB
MHMAIFBA_00101	CDS	990	sbp		COG1613	Sulfate-binding protein
MHMAIFBA_00102	CDS	765	cdh	3.6.1.26	COG2134	CDP-diacylglycerol pyrophosphatase
MHMAIFBA_00103	CDS	1305				hypothetical protein
MHMAIFBA_00104	CDS	768	tpiA	5.3.1.1		Triosephosphate isomerase
MHMAIFBA_00105	CDS	603				hypothetical protein
MHMAIFBA_00106	CDS	429				hypothetical protein
MHMAIFBA_00107	CDS	747	fpr	1.18.1.2	COG1018	Flavodoxin/ferredoxin--NADP reductase
MHMAIFBA_00108	CDS	1011	glpX	3.1.3.11	COG1494	Fructose-1,6-bisphosphatase 1 class 2
MHMAIFBA_00109	CDS	2082	recG	5.6.2.4	COG1200	ATP-dependent DNA helicase RecG
MHMAIFBA_00110	CDS	690	trmH	2.1.1.34	COG0566	tRNA (guanosine(18)-2'-O)-methyltransferase
MHMAIFBA_00111	CDS	2121	spoT		COG0317	Bifunctional (p)ppGpp synthase/hydrolase SpoT
MHMAIFBA_00112	CDS	276	rpoZ	2.7.7.6		DNA-directed RNA polymerase subunit omega
MHMAIFBA_00113	CDS	624	gmk	2.7.4.8	COG0194	Guanylate kinase
MHMAIFBA_00114	CDS	1677	ligB	6.5.1.2	COG0272	DNA ligase B
MHMAIFBA_00115	CDS	618				hypothetical protein
MHMAIFBA_00116	CDS	1251	clcB_1			Voltage-gated ClC-type chloride channel ClcB
MHMAIFBA_00117	CDS	1059	ada_1		COG0350	Bifunctional transcriptional activator/DNA repair enzyme Ada
MHMAIFBA_00118	CDS	747				putative protein
MHMAIFBA_00119	CDS	864	yicC	3.1.26.-	COG1561	Endoribonuclease YicC
MHMAIFBA_00120	CDS	1701				hypothetical protein
MHMAIFBA_00121	CDS	966				hypothetical protein
MHMAIFBA_00122	CDS	240	ybhF_1		COG1131	putative multidrug ABC transporter ATP-binding protein YbhF
MHMAIFBA_00123	CDS	492	ybhF_2		COG1131	putative multidrug ABC transporter ATP-binding protein YbhF
MHMAIFBA_00124	CDS	1095	ybhR_1		COG0842	putative multidrug ABC transporter permease YbhR
MHMAIFBA_00125	CDS	717	rph	2.7.7.56		Ribonuclease PH
MHMAIFBA_00126	CDS	642	pyrE	2.4.2.10		Orotate phosphoribosyltransferase
MHMAIFBA_00127	CDS	597	slmA			Nucleoid occlusion factor SlmA
MHMAIFBA_00128	CDS	459	dut	3.6.1.23	COG0756	Deoxyuridine 5'-triphosphate nucleotidohydrolase
MHMAIFBA_00129	CDS	1218	coaBC		COG0452	Coenzyme A biosynthesis bifunctional protein CoaBC
MHMAIFBA_00130	CDS	666				hypothetical protein
MHMAIFBA_00131	CDS	237	rpmB		COG0227	Large ribosomal subunit protein bL28
MHMAIFBA_00132	CDS	168	rpmG		COG0267	Large ribosomal subunit protein bL33
MHMAIFBA_00133	CDS	810	mutM	3.2.2.23	COG0266	Formamidopyrimidine-DNA glycosylase
MHMAIFBA_00134	CDS	480	coaD	2.7.7.3		Phosphopantetheine adenylyltransferase
MHMAIFBA_00135	CDS	777				hypothetical protein
MHMAIFBA_00136	CDS	1275	waaA	2.4.99.12	COG1519	3-deoxy-D-manno-octulosonic acid transferase
MHMAIFBA_00137	CDS	990				hypothetical protein
MHMAIFBA_00138	CDS	1095	pglJ	2.4.1.291	COG0438	N-acetylgalactosamine-N,N'-diacetylbacillosaminyl-diphospho-undecaprenol 4-alpha-N-acetylgalactosaminyltransferase
MHMAIFBA_00139	CDS	1128	waaG	2.4.1.-	COG0438	Lipopolysaccharide glucosyltransferase WaaG
MHMAIFBA_00140	CDS	1077	waaQ	2.4.99.25	COG0859	Lipopolysaccharide heptosyltransferase 3
MHMAIFBA_00141	CDS	963				hypothetical protein
MHMAIFBA_00142	CDS	1080				hypothetical protein
MHMAIFBA_00143	CDS	1170				hypothetical protein
MHMAIFBA_00144	CDS	909				hypothetical protein
MHMAIFBA_00145	CDS	972	waaC	2.4.99.23		Lipopolysaccharide heptosyltransferase 1
MHMAIFBA_00146	CDS	1020	waaF	2.4.99.24	COG0859	Lipopolysaccharide heptosyltransferase 2
MHMAIFBA_00147	CDS	933	hldD	5.1.3.20	COG0451	ADP-L-glycero-D-manno-heptose-6-epimerase
MHMAIFBA_00148	CDS	1194	kbl	2.3.1.29	COG0156	2-amino-3-ketobutyrate coenzyme A ligase
MHMAIFBA_00149	CDS	1026	tdh	1.1.1.103	COG1063	L-threonine 3-dehydrogenase
MHMAIFBA_00150	CDS	789				hypothetical protein
MHMAIFBA_00151	CDS	948				hypothetical protein
MHMAIFBA_00152	CDS	1257	envC		COG4942	Murein hydrolase activator EnvC
MHMAIFBA_00153	CDS	1545	gpmI	5.4.2.12	COG0696	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
MHMAIFBA_00154	CDS	432	yibN		COG0607	putative protein YibN
MHMAIFBA_00155	CDS	252	grxC		COG0695	Glutaredoxin 3
MHMAIFBA_00156	CDS	468	secB		COG1952	Protein-export protein SecB
MHMAIFBA_00157	CDS	1020	gpsA	1.1.1.94	COG0240	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
MHMAIFBA_00158	CDS	822	cysE	2.3.1.30		Serine acetyltransferase
MHMAIFBA_00159	CDS	474	trmL_1	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
MHMAIFBA_00160	CDS	1185	lldD_1	1.1.-.-	COG1304	L-lactate dehydrogenase
MHMAIFBA_00161	CDS	774	lldR_1		COG2186	Putative L-lactate dehydrogenase operon regulatory protein
MHMAIFBA_00162	CDS	1656	lldP		COG1620	L-lactate permease
MHMAIFBA_00163	CDS	363	yibL			putative protein YibL
MHMAIFBA_00164	CDS	225	glgS_1			Surface composition regulator
MHMAIFBA_00165	CDS	597	mtlR		COG3722	Mannitol operon repressor
MHMAIFBA_00166	CDS	1149	mtlD	1.1.1.17	COG0246	Mannitol-1-phosphate 5-dehydrogenase
MHMAIFBA_00167	CDS	1908	mtlA		COG2213	PTS system mannitol-specific EIICBA component
MHMAIFBA_00168	CDS	369	yiaW_1			Inner membrane protein YiaW
MHMAIFBA_00169	CDS	1137	yibH_1		COG1566	Inner membrane protein YibH
MHMAIFBA_00170	CDS	609	yibF		COG0625	putative GST-like protein YibF
MHMAIFBA_00171	CDS	1389	selA	2.9.1.1	COG1921	L-seryl-tRNA(Sec) selenium transferase
MHMAIFBA_00172	CDS	1842	selB		COG3276	Selenocysteine-specific elongation factor
MHMAIFBA_00173	CDS	486	aegA_1		COG0493	Putative oxidoreductase AegA
MHMAIFBA_00174	CDS	1257	avtA	2.6.1.66	COG3977	Valine--pyruvate aminotransferase
MHMAIFBA_00175	CDS	2034	malS	3.2.1.1	COG0366	Periplasmic alpha-amylase
MHMAIFBA_00176	CDS	564				hypothetical protein
MHMAIFBA_00177	CDS	1179	xylR		COG1609	Xylose operon regulatory protein
MHMAIFBA_00178	CDS	1182	xylH		COG4214	Xylose transport system permease protein XylH
MHMAIFBA_00179	CDS	1542	xylG_1	7.5.2.10	COG1129	Xylose import ATP-binding protein XylG
MHMAIFBA_00180	CDS	996	xylF		COG4213	D-xylose-binding periplasmic protein
MHMAIFBA_00181	CDS	1323	xylA_1	5.3.1.5	COG2115	Xylose isomerase
MHMAIFBA_00182	CDS	1455	xylB_1	2.7.1.17	COG1070	Xylulose kinase
MHMAIFBA_00183	CDS	372	yiaB		COG4682	Inner membrane protein YiaB
MHMAIFBA_00184	CDS	447	yiaA		COG4682	Inner membrane protein YiaA
MHMAIFBA_00185	CDS	996	wecH	2.3.1.-	COG3274	O-acetyltransferase WecH
MHMAIFBA_00186	CDS	303				hypothetical protein
MHMAIFBA_00187	CDS	912	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit
MHMAIFBA_00188	CDS	2070	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit
MHMAIFBA_00189	CDS	213				hypothetical protein
MHMAIFBA_00190	CDS	1620	ettA_1	3.6.1.-	COG0488	Energy-dependent translational throttle protein EttA
MHMAIFBA_00191	CDS	213	cspA		COG1278	Cold shock protein CspA
MHMAIFBA_00192	CDS	291				hypothetical protein
MHMAIFBA_00193	CDS	1356	pcaK_2		COG2814	4-hydroxybenzoate transporter PcaK
MHMAIFBA_00194	CDS	711				hypothetical protein
MHMAIFBA_00195	CDS	972	ghrB	1.1.1.79	COG1052	Glyoxylate/hydroxypyruvate reductase B
MHMAIFBA_00196	CDS	1281	ttuB_1			Putative tartrate transporter
MHMAIFBA_00197	CDS	936	kdgK_1	2.7.1.45	COG0524	2-dehydro-3-deoxygluconokinase
MHMAIFBA_00198	CDS	750				hypothetical protein
MHMAIFBA_00199	CDS	1017	ptxS			HTH-type transcriptional regulator PtxS
MHMAIFBA_00200	CDS	663	yiaD		COG2885	putative lipoprotein YiaD
MHMAIFBA_00201	CDS	2331	bisC	1.-.-.-	COG0243	Biotin sulfoxide reductase
MHMAIFBA_00202	CDS	441	yiaC	2.3.1.-	COG0456	Peptidyl-lysine N-acetyltransferase YiaC
MHMAIFBA_00203	CDS	582	tag	3.2.2.20	COG2818	DNA-3-methyladenine glycosylase 1
MHMAIFBA_00204	CDS	645				hypothetical protein
MHMAIFBA_00205	CDS	1206	yhjX		COG2223	putative MFS-type transporter YhjX
MHMAIFBA_00206	CDS	1674	eptB	2.7.8.42	COG2194	Kdo(2)-lipid A phosphoethanolamine 7''-transferase
MHMAIFBA_00207	CDS	1395				hypothetical protein
MHMAIFBA_00208	tRNA	77				tRNA-Pro(cgg)
MHMAIFBA_00209	CDS	522				IS3 family transposase ISKpn1
MHMAIFBA_00210	CDS	732				IS3 family transposase ISKpn1
MHMAIFBA_00211	CDS	1608	dppA_1		COG0747	Dipeptide-binding protein
MHMAIFBA_00212	CDS	1020	dppB_1		COG0601	Dipeptide transport system permease protein DppB
MHMAIFBA_00213	CDS	903	dppC		COG1173	Dipeptide transport system permease protein DppC
MHMAIFBA_00214	CDS	984	dppD_1	7.4.2.9	COG0444	Dipeptide transport ATP-binding protein DppD
MHMAIFBA_00215	CDS	1014	dppF_1	7.4.2.9	COG4608	Dipeptide transport ATP-binding protein DppF
MHMAIFBA_00216	CDS	540				hypothetical protein
MHMAIFBA_00217	CDS	792	bcsQ_1			Cellulose biosynthesis protein BcsQ
MHMAIFBA_00218	CDS	2112	acsAB			Cellulose synthase 1
MHMAIFBA_00219	CDS	2436	bcsB_1		COG1215	Cyclic di-GMP-binding protein
MHMAIFBA_00220	CDS	4053	bepA_1	3.4.-.-		Beta-barrel assembly-enhancing protease
MHMAIFBA_00221	CDS	477				hypothetical protein
MHMAIFBA_00222	CDS	1002		3.2.1.4		Endoglucanase
MHMAIFBA_00223	CDS	1680	bcsG			Cellulose biosynthesis protein BcsG
MHMAIFBA_00224	CDS	198	bcsF			Cellulose biosynthesis protein BcsF
MHMAIFBA_00225	CDS	1554	bcsE			Cyclic di-GMP binding protein BcsE
MHMAIFBA_00226	CDS	189	yhjR			Protein YhjR
MHMAIFBA_00227	CDS	732	bcsQ_2			Cellulose biosynthesis protein BcsQ
MHMAIFBA_00228	CDS	2619	bcsA	2.4.1.12	COG1215	Cellulose synthase catalytic subunit [UDP-forming]
MHMAIFBA_00229	CDS	2325	bcsB_2		COG1215	Cyclic di-GMP-binding protein
MHMAIFBA_00230	CDS	1110	bcsZ	3.2.1.4	COG3405	Endoglucanase
MHMAIFBA_00231	CDS	3477	bcsC		COG0457	Cellulose synthase operon protein C
MHMAIFBA_00232	CDS	2007	pdeK	3.1.4.52	COG2199	putative cyclic di-GMP phosphodiesterase PdeK
MHMAIFBA_00233	CDS	1287	dctA_1		COG1301	Aerobic C4-dicarboxylate transport protein
MHMAIFBA_00234	CDS	1503	yhjJ		COG0612	Protein YhjJ
MHMAIFBA_00235	CDS	930	kdgK_2	2.7.1.45		2-dehydro-3-deoxygluconokinase
MHMAIFBA_00236	CDS	2052				hypothetical protein
MHMAIFBA_00237	CDS	1323	yhjE		COG0477	Inner membrane metabolite transport protein YhjE
MHMAIFBA_00238	CDS	1032	yhjD		COG1295	Inner membrane protein YhjD
MHMAIFBA_00239	CDS	900	aaeR_2		COG0583	HTH-type transcriptional activator AaeR
MHMAIFBA_00240	CDS	759	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
MHMAIFBA_00241	CDS	534				hypothetical protein
MHMAIFBA_00242	CDS	1653	treF	3.2.1.28	COG1626	Cytoplasmic trehalase
MHMAIFBA_00243	CDS	1194				hypothetical protein
MHMAIFBA_00244	CDS	624	gstB_1	2.5.1.18	COG0625	Glutathione S-transferase GstB
MHMAIFBA_00245	CDS	1353	gor	1.8.1.7	COG1249	Glutathione reductase
MHMAIFBA_00246	CDS	843	rlmJ	2.1.1.266	COG2961	Ribosomal RNA large subunit methyltransferase J
MHMAIFBA_00247	CDS	1272				hypothetical protein
MHMAIFBA_00248	CDS	2043	prlC	3.4.24.70		Oligopeptidase A
MHMAIFBA_00249	CDS	753	rsmJ	2.1.1.242		Ribosomal RNA small subunit methyltransferase J
MHMAIFBA_00250	CDS	1473	dtpB		COG3104	Dipeptide and tripeptide permease B
MHMAIFBA_00251	CDS	438	uspA		COG0589	Universal stress protein A
MHMAIFBA_00252	CDS	336	uspB			Universal stress protein B
MHMAIFBA_00253	CDS	1497	pitA		COG0306	Low-affinity inorganic phosphate transporter PitA
MHMAIFBA_00254	CDS	1149	rdsA	1.3.1.-	COG2081	Ribosomal RNA dihydrouridine synthase
MHMAIFBA_00255	CDS	1014	mgtE_1		COG2239	Magnesium transporter MgtE
MHMAIFBA_00256	CDS	399	nikR		COG0864	Nickel-responsive regulator
MHMAIFBA_00257	CDS	792	nikE	7.2.2.11		Nickel import ATP-binding protein NikE
MHMAIFBA_00258	CDS	765	nikD	7.2.2.11		Nickel import ATP-binding protein NikD
MHMAIFBA_00259	CDS	834	nikC		COG1173	Nickel transport system permease protein NikC
MHMAIFBA_00260	CDS	945	nikB		COG0601	Nickel transport system permease protein NikB
MHMAIFBA_00261	CDS	1569	nikA		COG0747	Nickel-binding periplasmic protein
MHMAIFBA_00262	CDS	861	allS		COG0583	HTH-type transcriptional activator AllS
MHMAIFBA_00263	CDS	507	padC	4.1.1.102	COG3479	Phenolic acid decarboxylase PadC
MHMAIFBA_00264	CDS	1140	arnB	2.6.1.87	COG0399	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase
MHMAIFBA_00265	CDS	984	arnC	2.4.2.53	COG0463	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
MHMAIFBA_00266	CDS	1986	arnA		COG0223	Bifunctional polymyxin resistance protein ArnA
MHMAIFBA_00267	CDS	903	arnD	3.5.1.-	COG0726	putative 4-deoxy-4-formamido-L-arabinose-phosphoundecaprenol deformylase ArnD
MHMAIFBA_00268	CDS	1656	arnT	2.4.2.43	COG1807	Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase
MHMAIFBA_00269	CDS	339	arnE		COG2076	putative 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE
MHMAIFBA_00270	CDS	381	arnF		COG2076	putative 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnF
MHMAIFBA_00271	CDS	1050	yhhT_1		COG0628	Putative transport protein YhhT
MHMAIFBA_00272	CDS	1221	yhhS_1		COG0477	putative MFS-type transporter YhhS
MHMAIFBA_00273	CDS	558	dcrB			Inner membrane lipoprotein DcrB
MHMAIFBA_00274	CDS	666	yhhQ		COG1738	Queuosine precursor transporter
MHMAIFBA_00275	CDS	246	tusA		COG0425	Sulfur carrier protein TusA
MHMAIFBA_00276	CDS	2211	zntA	7.2.2.-		Zinc/cadmium/lead-transporting P-type ATPase
MHMAIFBA_00277	CDS	627				hypothetical protein
MHMAIFBA_00278	CDS	351				hypothetical protein
MHMAIFBA_00279	CDS	276				hypothetical protein
MHMAIFBA_00280	CDS	597	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
MHMAIFBA_00281	CDS	1524	ftsY	3.6.5.4	COG0552	Signal recognition particle receptor FtsY
MHMAIFBA_00282	CDS	669	ftsE		COG2884	Cell division ATP-binding protein FtsE
MHMAIFBA_00283	CDS	1056	ftsX		COG2177	Cell division protein FtsX
MHMAIFBA_00284	CDS	855	rpoH		COG0568	RNA polymerase sigma factor RpoH
MHMAIFBA_00285	CDS	1524	gabR_1		COG1167	HTH-type transcriptional regulatory protein GabR
MHMAIFBA_00286	CDS	1266	puuE	2.6.1.19	COG0160	4-aminobutyrate aminotransferase PuuE
MHMAIFBA_00287	CDS	1245				hypothetical protein
MHMAIFBA_00288	CDS	1098	livJ		COG0683	Leu/Ile/Val-binding protein
MHMAIFBA_00289	CDS	384	panM			PanD regulatory factor
MHMAIFBA_00290	CDS	1110	livK		COG0683	Leucine-specific-binding protein
MHMAIFBA_00291	CDS	927	livH_1		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
MHMAIFBA_00292	CDS	1278				hypothetical protein
MHMAIFBA_00293	CDS	768	lptB_1	7.5.2.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
MHMAIFBA_00294	CDS	714	livF_1		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
MHMAIFBA_00295	CDS	222				hypothetical protein
MHMAIFBA_00296	CDS	369				hypothetical protein
MHMAIFBA_00297	CDS	1317	ugpB_1		COG1653	sn-glycerol-3-phosphate-binding periplasmic protein UgpB
MHMAIFBA_00298	CDS	888	ugpA_1		COG1175	sn-glycerol-3-phosphate transport system permease protein UgpA
MHMAIFBA_00299	CDS	846	ugpE		COG0395	sn-glycerol-3-phosphate transport system permease protein UgpE
MHMAIFBA_00300	CDS	1071	ugpC_1	7.6.2.10		sn-glycerol-3-phosphate import ATP-binding protein UgpC
MHMAIFBA_00301	CDS	741	ugpQ	3.1.4.46	COG0584	Glycerophosphodiester phosphodiesterase, cytoplasmic
MHMAIFBA_00302	CDS	321	yhhA			putative protein YhhA
MHMAIFBA_00303	CDS	1746	ggt	3.4.19.13	COG0405	Glutathione hydrolase proenzyme
MHMAIFBA_00304	CDS	489	aaaT	2.3.1.-	COG1247	L-amino acid N-acetyltransferase AaaT
MHMAIFBA_00305	CDS	645				hypothetical protein
MHMAIFBA_00306	CDS	1038	yhhX	1.-.-.-	COG0673	putative oxidoreductase YhhX
MHMAIFBA_00307	CDS	696	yhhW	1.13.11.24	COG1741	Quercetin 2,3-dioxygenase
MHMAIFBA_00308	CDS	996	gntR_1		COG1609	HTH-type transcriptional regulator GntR
MHMAIFBA_00309	CDS	531	gntK	2.7.1.12	COG3265	Thermoresistant gluconokinase
MHMAIFBA_00310	CDS	1266	gntU		COG2610	Low-affinity gluconate transporter
MHMAIFBA_00311	CDS	1107	asd_1	1.2.1.11	COG0136	Aspartate-semialdehyde dehydrogenase
MHMAIFBA_00312	CDS	2187	glgB	2.4.1.18	COG0296	1,4-alpha-glucan branching enzyme GlgB
MHMAIFBA_00313	CDS	1977	glgX	3.2.1.196	COG1523	Glycogen debranching enzyme
MHMAIFBA_00314	CDS	1296	glgC_1	2.7.7.27	COG0448	Glucose-1-phosphate adenylyltransferase
MHMAIFBA_00315	CDS	1434	glgA	2.4.1.21	COG0297	Glycogen synthase
