locus_tag	ftype	length_bp	gene	EC_number	COG	product
CFOCILDN_00074	CDS	222	osmB			Osmotically-inducible lipoprotein B
CFOCILDN_00075	CDS	750	srlR_1		COG1349	Glucitol operon repressor
CFOCILDN_00076	CDS	180				hypothetical protein
CFOCILDN_00077	CDS	1935	rnb	3.1.13.1	COG4776	Exoribonuclease 2
CFOCILDN_00078	CDS	1158				hypothetical protein
CFOCILDN_00079	CDS	789	fabI	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
CFOCILDN_00080	CDS	543	ves		COG3758	Protein Ves
CFOCILDN_00081	CDS	1431				hypothetical protein
CFOCILDN_00082	CDS	810	sapF			Peptide transport system ATP-binding protein SapF
CFOCILDN_00083	CDS	993	sapD			Peptide transport system ATP-binding protein SapD
CFOCILDN_00084	CDS	891	sapC			Peptide transport system permease protein SapC
CFOCILDN_00085	CDS	966	sapB		COG4168	Putrescine export system permease protein SapB
CFOCILDN_00086	CDS	1644	sapA			Peptide transport periplasmic protein SapA
CFOCILDN_00087	CDS	906				hypothetical protein
CFOCILDN_00088	CDS	843				hypothetical protein
CFOCILDN_00089	CDS	2322	rhaR_1			HTH-type transcriptional activator RhaR
CFOCILDN_00090	CDS	1170	hipO_1	3.5.1.32	COG1473	Hippurate hydrolase
CFOCILDN_00091	CDS	1392	norB			Quinolone resistance protein NorB
CFOCILDN_00092	CDS	975	pspF_1		COG1221	Psp operon transcriptional activator
CFOCILDN_00093	CDS	669	pspA		COG1842	Phage shock protein A
CFOCILDN_00094	CDS	225	pspB			Phage shock protein B
CFOCILDN_00095	CDS	360	pspC		COG1983	Phage shock protein C
CFOCILDN_00096	CDS	219	pspD			Phage shock protein D
CFOCILDN_00097	CDS	1398	ycjX	3.6.5.2	COG3106	Ras-like GTPase YcjX
CFOCILDN_00098	CDS	1062				hypothetical protein
CFOCILDN_00099	CDS	855	dsdC_1		COG0583	HTH-type transcriptional regulator DsdC
CFOCILDN_00100	CDS	735	licH_1	3.2.1.86	COG1486	putative 6-phospho-beta-glucosidase
CFOCILDN_00101	CDS	1542	tyrR		COG3283	HTH-type transcriptional regulatory protein TyrR
CFOCILDN_00102	CDS	1053				hypothetical protein
CFOCILDN_00103	CDS	507	tpx	1.11.1.24	COG2077	Thiol peroxidase
CFOCILDN_00104	CDS	966	ycjG	5.1.1.20	COG4948	L-Ala-D/L-Glu epimerase
CFOCILDN_00105	CDS	708	mpaA	3.4.17.-	COG2866	Murein peptide amidase A
CFOCILDN_00106	CDS	1617	mppA		COG4166	Periplasmic murein peptide-binding protein MppA
CFOCILDN_00107	CDS	387				hypothetical protein
CFOCILDN_00108	CDS	834				hypothetical protein
CFOCILDN_00109	CDS	885	pgrR_1		COG0583	HTH-type transcriptional regulator PgrR
CFOCILDN_00110	CDS	1059				putative protein
CFOCILDN_00111	CDS	1203	nepI_1		COG2814	Purine ribonucleoside efflux pump NepI
CFOCILDN_00112	CDS	870	ytbE	1.-.-.-	COG0656	putative oxidoreductase YtbE
CFOCILDN_00113	CDS	291				hypothetical protein
CFOCILDN_00114	CDS	915				HTH-type transcriptional regulator
CFOCILDN_00115	CDS	762	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
CFOCILDN_00116	CDS	1533				hypothetical protein
CFOCILDN_00117	CDS	567	yraA	3.2.-.-	COG0693	Putative cysteine protease YraA
CFOCILDN_00118	CDS	492	tssB1_1			Type VI secretion system sheath protein TssB1
CFOCILDN_00119	CDS	1545	tssC1_1			Type VI secretion system sheath protein TssC1
CFOCILDN_00120	CDS	1344	tssK1_1			Type VI secretion system baseplate component TssK1
CFOCILDN_00121	CDS	690				hypothetical protein
CFOCILDN_00122	CDS	1707	ompA_1			Outer membrane protein A
CFOCILDN_00123	CDS	492	hcpA_1			Major exported protein
CFOCILDN_00124	CDS	2655	clpV1			AAA+ ATPase ClpV1
CFOCILDN_00125	CDS	2379	vgrG2b_1	3.4.24.-		Type VI secretion system spike protein VgrG2b
CFOCILDN_00126	CDS	780				hypothetical protein
CFOCILDN_00127	CDS	528				hypothetical protein
CFOCILDN_00128	CDS	531				hypothetical protein
CFOCILDN_00129	CDS	531				hypothetical protein
CFOCILDN_00130	CDS	2442				hypothetical protein
CFOCILDN_00131	CDS	549				hypothetical protein
CFOCILDN_00132	CDS	531				hypothetical protein
CFOCILDN_00133	CDS	531				hypothetical protein
CFOCILDN_00134	CDS	531				hypothetical protein
CFOCILDN_00135	CDS	2454				hypothetical protein
CFOCILDN_00136	CDS	258				hypothetical protein
CFOCILDN_00137	CDS	1125				hypothetical protein
CFOCILDN_00138	CDS	3429				hypothetical protein
CFOCILDN_00139	CDS	1593				hypothetical protein
CFOCILDN_00140	CDS	1755	tssF1_1			Type VI secretion system component TssF1
CFOCILDN_00141	CDS	1086				hypothetical protein
CFOCILDN_00142	CDS	543				hypothetical protein
CFOCILDN_00143	CDS	495				hypothetical protein
CFOCILDN_00144	CDS	714	bdcA_1		COG1028	Cyclic-di-GMP-binding biofilm dispersal mediator protein
CFOCILDN_00145	CDS	594	bdcR		COG1309	HTH-type transcriptional repressor BdcR
CFOCILDN_00146	CDS	756	fabG_2	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
CFOCILDN_00147	CDS	879	yqhC_1		COG2207	HTH-type transcriptional regulator YqhC
CFOCILDN_00148	CDS	207				hypothetical protein
CFOCILDN_00149	CDS	930				hypothetical protein
CFOCILDN_00150	CDS	906				HTH-type transcriptional regulator
CFOCILDN_00151	CDS	924	nodD2_1		COG0583	Nodulation protein D 2
CFOCILDN_00152	CDS	867				hypothetical protein
CFOCILDN_00153	CDS	912				hypothetical protein
CFOCILDN_00154	CDS	549				hypothetical protein
CFOCILDN_00155	CDS	1020		1.3.1.103		2-haloacrylate reductase
CFOCILDN_00156	CDS	1176	mtnE	2.6.1.117	COG0436	L-glutamine--4-(methylsulfanyl)-2-oxobutanoate aminotransferase
CFOCILDN_00157	CDS	807	metQ_1		COG1464	putative D-methionine-binding lipoprotein MetQ
CFOCILDN_00158	CDS	1026	metN_1	7.4.2.11	COG1135	Methionine import ATP-binding protein MetN
CFOCILDN_00159	CDS	669	metI_1		COG2011	D-methionine transport system permease protein MetI
CFOCILDN_00160	CDS	1200	tyrB_1	2.6.1.57	COG1448	Aromatic-amino-acid aminotransferase
CFOCILDN_00161	CDS	615				hypothetical protein
CFOCILDN_00162	CDS	480	lrp_1		COG1522	Leucine-responsive regulatory protein
CFOCILDN_00163	CDS	1380	aroP_1		COG1113	Aromatic amino acid transport protein AroP
CFOCILDN_00164	CDS	747				hypothetical protein
CFOCILDN_00165	CDS	195				hypothetical protein
CFOCILDN_00166	CDS	1119	ydgJ_1	1.-.-.-	COG0673	putative oxidoreductase YdgJ
CFOCILDN_00167	CDS	744	glpR_1		COG1349	Glycerol-3-phosphate regulon repressor
CFOCILDN_00168	CDS	984	zntB			Zinc transport protein ZntB
CFOCILDN_00169	CDS	1374	dbpA_1	3.6.4.13	COG0513	ATP-dependent RNA helicase DbpA
CFOCILDN_00170	CDS	936	ttcA	2.8.1.-	COG0037	tRNA-cytidine(32) 2-sulfurtransferase
CFOCILDN_00171	CDS	435	uspF			Universal stress protein F
CFOCILDN_00172	CDS	213				hypothetical protein
CFOCILDN_00173	CDS	1155	ompN_1		COG3203	Outer membrane porin N
CFOCILDN_00174	CDS	3528	nifJ	1.2.7.-	COG0674	Pyruvate-flavodoxin oxidoreductase
CFOCILDN_00175	CDS	264				hypothetical protein
CFOCILDN_00176	CDS	441	hslJ		COG3187	Heat shock protein HslJ
CFOCILDN_00177	CDS	990	ldhA	1.1.1.28	COG1052	D-lactate dehydrogenase
CFOCILDN_00178	CDS	501	yabI_1		COG0586	Inner membrane protein YabI
CFOCILDN_00179	CDS	2640	ydbH		COG2911	putative phospholipid transport protein YdbH
CFOCILDN_00180	CDS	186	ynbE			Outer membrane lipoprotein YnbE
CFOCILDN_00181	CDS	324				hypothetical protein
CFOCILDN_00182	CDS	903	feaR		COG2207	Transcriptional activator FeaR
CFOCILDN_00183	CDS	1500	feaB_1	1.2.1.39	COG1012	Phenylacetaldehyde dehydrogenase
CFOCILDN_00184	CDS	891		1.1.1.169	COG1893	2-dehydropantoate 2-reductase
CFOCILDN_00185	CDS	951				hypothetical protein
CFOCILDN_00186	CDS	2268	maoA	1.4.3.21		Primary amine oxidase
CFOCILDN_00187	CDS	2046	paaZ		COG1012	Bifunctional protein PaaZ
CFOCILDN_00188	CDS	930	paaA	1.14.13.149	COG3396	1,2-phenylacetyl-CoA epoxidase, subunit A
CFOCILDN_00189	CDS	288	paaB		COG3460	1,2-phenylacetyl-CoA epoxidase, subunit B
CFOCILDN_00190	CDS	756	paaC		COG3396	1,2-phenylacetyl-CoA epoxidase, subunit C
CFOCILDN_00191	CDS	498	paaD		COG2151	Putative 1,2-phenylacetyl-CoA epoxidase, subunit D
CFOCILDN_00192	CDS	1071	paaE	1.-.-.-	COG1018	1,2-phenylacetyl-CoA epoxidase, subunit E
CFOCILDN_00193	CDS	768	paaF	4.2.1.17	COG1024	2,3-dehydroadipyl-CoA hydratase
CFOCILDN_00194	CDS	789	paaG	5.3.3.18	COG1024	1,2-epoxyphenylacetyl-CoA isomerase
CFOCILDN_00195	CDS	1422	paaH	1.1.1.-	COG1250	3-hydroxyadipyl-CoA dehydrogenase
CFOCILDN_00196	CDS	423	paaI	3.1.2.-	COG2050	Acyl-coenzyme A thioesterase PaaI
CFOCILDN_00197	CDS	1206	paaJ	2.3.1.174	COG0183	3-oxoadipyl-CoA/3-oxo-5,6-dehydrosuberyl-CoA thiolase
CFOCILDN_00198	CDS	1317	paaK	6.2.1.30	COG1541	Phenylacetate-coenzyme A ligase
CFOCILDN_00199	CDS	936	paaX		COG3327	Transcriptional repressor PaaX
CFOCILDN_00200	CDS	597	caiE			Carnitine operon protein CaiE
CFOCILDN_00201	CDS	408				hypothetical protein
CFOCILDN_00202	CDS	606	azoR_1	1.6.5.-	COG1182	FMN-dependent NADH:quinone oxidoreductase
CFOCILDN_00203	CDS	3903	hrpA	3.6.4.13	COG1643	ATP-dependent RNA helicase HrpA
CFOCILDN_00204	CDS	660		2.1.1.6	COG4122	Catechol O-methyltransferase
CFOCILDN_00205	CDS	1380	oprM_1			Outer membrane protein OprM
CFOCILDN_00206	CDS	1086	emrA_1			Colistin resistance protein EmrA
CFOCILDN_00207	CDS	1653				hypothetical protein
CFOCILDN_00208	CDS	432	slyA_1			Transcriptional regulator SlyA
CFOCILDN_00209	CDS	948	pgrR_2		COG0583	HTH-type transcriptional regulator PgrR
CFOCILDN_00210	CDS	999	iolS	1.1.1.-	COG0667	Aldo-keto reductase IolS
CFOCILDN_00211	CDS	1275	gdhA_2	1.4.1.3	COG0334	Glutamate dehydrogenase
CFOCILDN_00212	CDS	1206	astC_2	2.6.1.81	COG4992	Succinylornithine transaminase
CFOCILDN_00213	CDS	1023	astA_2	2.3.1.109	COG3138	Arginine N-succinyltransferase
CFOCILDN_00214	CDS	1467	astD_2	1.2.1.71	COG1012	N-succinylglutamate 5-semialdehyde dehydrogenase
CFOCILDN_00215	CDS	1341	astB_2	3.5.3.23	COG3724	N-succinylarginine dihydrolase
CFOCILDN_00216	CDS	996	astE_2	3.5.1.96	COG2988	Succinylglutamate desuccinylase
CFOCILDN_00217	CDS	1431	cycA_1		COG1113	D-serine/D-alanine/glycine transporter
CFOCILDN_00218	CDS	1326	shiA_1		COG0477	Shikimate transporter
CFOCILDN_00219	CDS	801	ydcF		COG1434	Protein YdcF
CFOCILDN_00220	CDS	1440	aldA	1.2.1.22	COG1012	Lactaldehyde dehydrogenase
CFOCILDN_00221	CDS	999	gap	1.2.1.12		Glyceraldehyde-3-phosphate dehydrogenase
CFOCILDN_00222	CDS	159				hypothetical protein
CFOCILDN_00223	CDS	393	ydfO		COG5562	putative protein YdfO
CFOCILDN_00224	CDS	234	yedF		COG0425	Putative sulfur carrier protein YedF
CFOCILDN_00225	CDS	1209	yedE		COG2391	putative transporter YedE
CFOCILDN_00226	CDS	354				hypothetical protein
CFOCILDN_00227	CDS	480				hypothetical protein
CFOCILDN_00228	CDS	204	ydfZ			Putative selenoprotein YdfZ
CFOCILDN_00229	CDS	1029	cmaX		COG0598	Divalent cation transporter CmaX
CFOCILDN_00230	CDS	1173	malY		COG1168	Protein MalY
CFOCILDN_00231	CDS	1593	malX		COG1263	PTS system maltose-specific EIICB component
CFOCILDN_00232	CDS	1029	malI		COG1609	Maltose regulon regulatory protein MalI
CFOCILDN_00233	CDS	1527	ydgA		COG5339	Protein YdgA
CFOCILDN_00234	CDS	1179	manA	5.3.1.8	COG1482	Mannose-6-phosphate isomerase
CFOCILDN_00235	CDS	1647	fumA	4.2.1.2	COG1838	Fumarate hydratase class I, aerobic
CFOCILDN_00236	CDS	1401	fumC	4.2.1.2	COG0114	Fumarate hydratase class II
CFOCILDN_00237	CDS	933	tus			DNA replication terminus site-binding protein
CFOCILDN_00238	CDS	1302	rstB_1	2.7.13.3	COG2205	Sensor protein RstB
CFOCILDN_00239	CDS	363				hypothetical protein
CFOCILDN_00240	CDS	315				hypothetical protein
CFOCILDN_00241	CDS	720	rstA		COG0745	Transcriptional regulatory protein RstA
CFOCILDN_00242	CDS	336	ydgC		COG3136	Inner membrane protein YdgC
CFOCILDN_00243	CDS	723	folM	1.5.1.50	COG1028	Dihydromonapterin reductase
CFOCILDN_00244	CDS	1383	ydgI		COG0531	Putative arginine/ornithine antiporter
CFOCILDN_00245	CDS	951	ydgH			Protein YdgH
CFOCILDN_00246	CDS	1530	pntA	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha
CFOCILDN_00247	CDS	1389	pntB	7.1.1.1	COG1282	NAD(P) transhydrogenase subunit beta
CFOCILDN_00248	CDS	222				hypothetical protein
CFOCILDN_00249	CDS	951	uspE			Universal stress protein E
CFOCILDN_00250	CDS	753	fnr		COG0664	Fumarate and nitrate reduction regulatory protein
CFOCILDN_00251	CDS	516	ogt	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase
CFOCILDN_00252	CDS	159				hypothetical protein
CFOCILDN_00253	CDS	1527	abgT		COG2978	p-aminobenzoyl-glutamate transport protein
CFOCILDN_00254	CDS	1446	abgB	3.5.1.-	COG1473	p-aminobenzoyl-glutamate hydrolase subunit B
CFOCILDN_00255	CDS	1311	iaaspH	3.5.1.134		Indole-3-acetyl-aspartic acid hydrolase
CFOCILDN_00256	CDS	909	tsaR_1			HTH-type transcriptional regulator TsaR
CFOCILDN_00257	CDS	564	smrA	3.1.-.-	COG2840	putative DNA endonuclease SmrA
CFOCILDN_00258	CDS	807	pcaR_1		COG1414	Pca regulon regulatory protein
CFOCILDN_00259	CDS	687	pcaI	2.8.3.6		3-oxoadipate CoA-transferase subunit A
CFOCILDN_00260	CDS	657	pcaJ	2.8.3.6	COG2057	3-oxoadipate CoA-transferase subunit B
CFOCILDN_00261	CDS	1203	pcaF	2.3.1.174	COG0183	Beta-ketoadipyl-CoA thiolase
CFOCILDN_00262	CDS	1353	pcaB	5.5.1.2	COG0015	3-carboxy-cis,cis-muconate cycloisomerase
CFOCILDN_00263	CDS	765	catD	3.1.1.24	COG2021	3-oxoadipate enol-lactonase 2
CFOCILDN_00264	CDS	390				hypothetical protein
CFOCILDN_00265	CDS	1617				hypothetical protein
CFOCILDN_00266	CDS	1653	fumB_1	4.2.1.2	COG1838	Fumarate hydratase class I, anaerobic
CFOCILDN_00267	CDS	1434	ttdT		COG0471	L-tartrate/succinate antiporter
CFOCILDN_00268	CDS	2778		1.3.1.6		NADH:fumarate oxidoreductase
CFOCILDN_00269	CDS	951	apbE_1	2.7.1.180	COG1477	FAD:protein FMN transferase
CFOCILDN_00270	CDS	720	dcuR		COG4565	Transcriptional regulatory protein DcuR
CFOCILDN_00271	CDS	1617	dcuS	2.7.13.3	COG3290	Sensor histidine kinase DcuS
CFOCILDN_00272	CDS	357				hypothetical protein
CFOCILDN_00273	CDS	921	murQ_1	4.2.1.126	COG2103	N-acetylmuramic acid 6-phosphate etherase
CFOCILDN_00274	CDS	1647	mqo_1	1.1.5.4	COG0579	Malate:quinone oxidoreductase
CFOCILDN_00275	CDS	927				hypothetical protein
CFOCILDN_00276	CDS	903	fabD_1	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
CFOCILDN_00277	CDS	618	mdcG	2.7.7.66		Phosphoribosyl-dephospho-CoA transferase
CFOCILDN_00278	CDS	960				hypothetical protein
CFOCILDN_00279	CDS	801				hypothetical protein
CFOCILDN_00280	CDS	834	madC	2.1.3.10		Malonyl-S-ACP:biotin-protein carboxyltransferase MADC
CFOCILDN_00281	CDS	300	mdcC			Malonate decarboxylase acyl carrier protein
CFOCILDN_00282	CDS	843	citG_1	2.4.2.52	COG1767	2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase
CFOCILDN_00283	CDS	1656	madA	2.3.1.187		Acetyl-S-ACP:malonate ACP transferase
CFOCILDN_00284	CDS	1035	tqsA		COG0628	AI-2 transport protein TqsA
CFOCILDN_00285	CDS	363	mdtJ_1		COG2076	Spermidine export protein MdtJ
CFOCILDN_00286	CDS	330	mdtI		COG2076	Spermidine export protein MdtI
CFOCILDN_00287	CDS	813	ydgD	3.4.21.-	COG3591	putative serine protease YdgD
CFOCILDN_00288	CDS	105				hypothetical protein
CFOCILDN_00289	CDS	372				hypothetical protein
CFOCILDN_00290	CDS	1488		3.4.17.19	COG2317	Thermostable carboxypeptidase 1
CFOCILDN_00291	CDS	1251	ynfM		COG2814	Inner membrane transport protein YnfM
CFOCILDN_00292	CDS	903	hcaR		COG0583	Hca operon transcriptional activator HcaR
CFOCILDN_00293	CDS	1224	mlc		COG1940	DNA-binding transcriptional repressor Mlc
CFOCILDN_00294	CDS	696	bioD1_1	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD 1
CFOCILDN_00295	CDS	1296	clcB_1		COG0038	Voltage-gated ClC-type chloride channel ClcB
CFOCILDN_00296	CDS	609	dmsD		COG3381	Tat proofreading chaperone DmsD
CFOCILDN_00297	CDS	858	dmsC_1		COG3302	Anaerobic dimethyl sulfoxide reductase chain C
CFOCILDN_00298	CDS	618	dmsB_1		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
CFOCILDN_00299	CDS	2436	ynfE	1.8.99.-	COG0243	Putative dimethyl sulfoxide reductase chain YnfE
CFOCILDN_00300	CDS	270	ynfD			putative protein YnfD
CFOCILDN_00301	CDS	711				hypothetical protein
CFOCILDN_00302	CDS	561	speG	2.3.1.57	COG1670	Spermidine N(1)-acetyltransferase
CFOCILDN_00303	CDS	342				hypothetical protein
CFOCILDN_00304	CDS	327				hypothetical protein
CFOCILDN_00305	CDS	1284	lgoT_1		COG2271	putative L-galactonate transporter
CFOCILDN_00306	CDS	1464	por_1	1.1.1.-	COG0246	Polyol:NADP oxidoreductase
CFOCILDN_00307	CDS	432	uspG_1		COG0589	Universal stress protein UP12
CFOCILDN_00308	CDS	687	rspR		COG1802	HTH-type transcriptional repressor RspR
CFOCILDN_00309	CDS	750	ydfG	1.1.1.381	COG4221	NADP-dependent 3-hydroxy acid dehydrogenase YdfG
CFOCILDN_00310	CDS	2046	dcp	3.4.15.5	COG0339	Dipeptidyl carboxypeptidase
CFOCILDN_00311	CDS	387				hypothetical protein
CFOCILDN_00312	CDS	843	nimR_1		COG2207	HTH-type transcriptional regulator NimR
CFOCILDN_00313	CDS	675	yedK	4.-.-.-	COG2135	Abasic site processing protein YedK
CFOCILDN_00314	CDS	636				hypothetical protein
CFOCILDN_00315	CDS	105				hypothetical protein
CFOCILDN_00316	CDS	474	ibpB_1			Small heat shock protein IbpB
CFOCILDN_00317	CDS	513	pncC_1	3.5.1.42	COG1546	Nicotinamide-nucleotide amidohydrolase PncC
CFOCILDN_00318	CDS	1218	bluF_1		COG2200	Blue light- and temperature-regulated antirepressor BluF
CFOCILDN_00319	CDS	612				hypothetical protein
CFOCILDN_00320	CDS	942	rob_1		COG2207	Right origin-binding protein
CFOCILDN_00321	CDS	1365	ygbN		COG2610	Inner membrane permease YgbN
CFOCILDN_00322	CDS	783	otnI	5.3.1.35	COG3622	2-oxo-tetronate isomerase
CFOCILDN_00323	CDS	621	otnC	4.1.1.104	COG0235	3-oxo-tetronate 4-phosphate decarboxylase
CFOCILDN_00324	CDS	1266	otnK	2.7.1.217	COG3395	3-oxo-tetronate kinase
CFOCILDN_00325	CDS	903	ltnD	1.1.1.411	COG2084	L-threonate dehydrogenase
CFOCILDN_00326	CDS	762	glpR_2		COG1349	Glycerol-3-phosphate regulon repressor
CFOCILDN_00327	CDS	861	bla_1	3.5.2.6		Beta-lactamase SHV-1
CFOCILDN_00328	CDS	261				hypothetical protein
CFOCILDN_00329	CDS	1089				hypothetical protein
CFOCILDN_00330	CDS	1266	lacY		COG2223	Lactose permease
CFOCILDN_00331	CDS	3108	lacZ	3.2.1.23	COG3250	Beta-galactosidase
CFOCILDN_00332	CDS	1065	lacI_1		COG1609	Lactose operon repressor
CFOCILDN_00333	CDS	441				hypothetical protein
CFOCILDN_00334	CDS	219				hypothetical protein
CFOCILDN_00335	CDS	1098	rhaS_1			HTH-type transcriptional activator RhaS
CFOCILDN_00336	CDS	399				hypothetical protein
CFOCILDN_00337	CDS	1104				hypothetical protein
